id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
46798256,Rent Luxe Private House near Airport and Beach!,378158119,Johan,,Fort Lauderdale,26.10109,-80.1472,Entire home/apt,299,3,3,5/2/2021,0.42,1,265,3,
46798528,Club Wyndham @ Palm Aire 2 bedroom Condo,372793610,Kirstie,,Pompano Beach,26.22566,-80.1601,Entire home/apt,171,2,6,8/21/2021,0.61,12,90,6,
46798730,3 Palms Unit 4- WALK 2 BEACH!!!,298007223,Heather,,Pompano Beach,26.24774,-80.08795,Entire home/apt,111,2,9,8/2/2021,2,21,121,9,
46801384,"Hollywood FL 4001 south ocean drive 
Entire place",307736322,Barak,,Hallandale Beach,25.98673,-80.11815,Entire home/apt,171,1,0,,,15,360,0,
46802331,Paradise in Davie,272113935,Nancy,,Davie,26.06167,-80.24093,Entire home/apt,109,7,6,9/12/2021,1.16,1,2,6,
46802978,"1 BR in Fort Lauderdale, FL @ Royal Vista",373638863,Kourtney,,Pompano Beach,26.22452,-80.09006,Private room,169,4,0,,,15,90,0,
46803159,1 BR @ Wyndham Sea Garden across from the beach!,373638863,Kourtney,,Pompano Beach,26.24185,-80.08747,Private room,169,4,1,1/17/2021,0.12,15,90,1,
46803201,1 BR Deluxe @ Sea Garden across from the beach!,373638863,Kourtney,,Pompano Beach,26.2435,-80.08794,Private room,169,4,0,,,15,90,0,
46803257,"2 BR @ Sea Gardens in Fort Lauderdale, FL",373638863,Kourtney,,Pompano Beach,26.24202,-80.08969,Private room,199,4,0,,,15,90,0,
46803335,"2 BR Deluxe @ Wyndham Sea Gardens, Fort Lauderdale",373638863,Kourtney,,Pompano Beach,26.24174,-80.08892,Private room,199,4,0,,,15,90,0,
46803452,Studio @ Wyndham Sea Garden in Fort Lauderdale,373638863,Kourtney,,Pompano Beach,26.24183,-80.08881,Private room,139,4,0,,,15,90,0,
46803511,Studio Deluxe @ Wyndham across from the beach!,373638863,Kourtney,,Pompano Beach,26.24123,-80.08903,Private room,139,4,0,,,15,90,0,
46811762,Charming 3dr/3bth house with pool,47515841,Ivan,,Hollywood,26.02617,-80.15505,Entire home/apt,250,4,10,7/17/2021,1.52,1,278,10,
46812649,3 PALMS UNIT 15- WALK 2 BEACH!!!,298007223,Heather,,Pompano Beach,26.24774,-80.08795,Entire home/apt,111,2,31,8/13/2021,13.48,21,123,31,
46813275,3 PALMS UNIT 14- WALK 2 BEACH!!!,298007223,Heather,,Pompano Beach,26.24774,-80.08795,Entire home/apt,109,2,21,8/8/2021,6.7,21,143,21,
46813276,3 PALMS UNIT 7- WALK 2 BEACH!!!,298007223,Heather,,Pompano Beach,26.24774,-80.08795,Entire home/apt,111,2,21,9/12/2021,7.97,21,172,21,
46814106,2 Bedroom Condo @ Club Wyndham Palm-Aire,225597185,Alan,,Pompano Beach,26.22701,-80.15982,Entire home/apt,180,2,17,8/29/2021,1.94,19,80,17,
46815203,STUDIO in STUNNING Apartment close to Miami Beach,268460827,Raquel,,Hallandale Beach,25.98448,-80.13624,Private room,65,3,17,9/4/2021,17,2,168,17,
46815230,PRIVATE BEDROOM in STUNNING Apartment close to Miami Beach,268460827,Raquel,,Hallandale Beach,25.98682,-80.1226,Private room,52,2,27,9/8/2021,4.94,2,174,27,
46817058,Waterfront/pool home - Peace and joy,15820838,Eloizio,,Pompano Beach,26.209795,-80.130188,Private room,85,2,2,5/2/2021,0.44,2,321,2,
46817125,701B Unwind Hideaway PRIVATE 1Bed 1Bath Apt VICTORIA PARK Fort Lauderdale,8487141,Victoria Park Vacation Rentals,,Fort Lauderdale,26.13149,-80.1227,Entire home/apt,103,1,37,8/31/2021,11.33,19,60,37,
46818362,Charming and Luxury Suite with Private Entrance,89354238,Sebastian,,Pembroke Pines,26.02244,-80.25117,Entire home/apt,65,1,68,9/27/2021,19.81,3,338,68,
46818554,Luxury apartment,71890538,Giovanni,,Hallandale Beach,25.97816,-80.15526,Entire home/apt,84,2,4,1/1/2021,0.41,5,342,4,
46818710,Beautiful condo on the Beach! Steps from ocean,127414627,Ignacio,,Hollywood,26.01309,-80.11686,Entire home/apt,69,1,24,9/19/2021,2.56,2,334,24,
46821095,Studio Deluxe @ Wyndham Palm Aire Pompano Beach,234194182,Chris,,Pompano Beach,26.22496,-80.15962,Entire home/apt,149,4,1,2/10/2021,0.13,13,90,1,
46821791,"4 BED/2,5 BATH LARGE POOL 5MIN TO BEACH/PARKS""",25963913,Marina,,Hollywood,26.00946,-80.15472,Entire home/apt,279,4,0,,,2,328,0,
46822574,2 BR Condo at Sea Gardens Resort,24126726,Nadine,,Pompano Beach,26.24311,-80.08929,Entire home/apt,208,2,0,,,8,90,0,
46830931,◎Blue Ocean Collection◎Trendy Vic Park 1BR 20|5,263129335,Stay So.Flo.,,Fort Lauderdale,26.1336,-80.12637,Entire home/apt,80,1,19,7/6/2021,2.34,40,219,19,
46831751,◎Blue Ocean collection◎Trendy Vic Park 1BR 28|3,263129335,Stay So.Flo.,,Fort Lauderdale,26.13572,-80.12677,Entire home/apt,80,1,10,6/28/2021,2.16,40,231,10,
46832646,◎Blue Ocean collection◎Trendy Vic Park 1BR 40|3,263129335,Stay So.Flo.,,Fort Lauderdale,26.13466,-80.12455,Entire home/apt,118,2,21,9/15/2021,2.68,40,252,21,
46835968,"Stunning 1 -Bedroom on the Beach, Oceanfront",378383051,Carmela,,Hallandale Beach,25.98491,-80.11835,Entire home/apt,105,30,3,4/12/2021,1.25,1,217,3,
46837217,"AIRY 1BD SUITE, RELAXED RESORT",128582334,Vacation,,Weston,26.12658,-80.3744,Entire home/apt,276,1,6,5/26/2021,1.06,6,87,6,
46837257,LUXURY 2/2  W/ POOL NEAR BEACH & DOWNTOWN,367144357,Jessica,,Fort Lauderdale,26.09273,-80.16897,Entire home/apt,224,2,4,7/26/2021,0.97,3,258,4,
46837317,Pool-Facing Affordable Studio Blocks to the Beach,104121059,Josue,,Hallandale Beach,25.98731,-80.12634,Entire home/apt,65,1,29,8/28/2021,3.67,6,239,29,
46840398,FIRST LINE Beach Miami.,230972445,Olia,,Hollywood,25.98786,-80.11843,Entire home/apt,101,3,10,8/16/2021,10,2,95,10,
46841258,Nest on the lake,372860906,Moshe,,Dania Beach,26.05208,-80.17537,Private room,60,2,1,1/27/2021,0.12,1,223,1,
46848365,*1 Bedroom Condo @ Wyndham Palm-Aire Pompano Beach,234194182,Chris,,Pompano Beach,26.22578,-80.15811,Entire home/apt,159,4,2,2/12/2021,0.22,13,90,2,
46849521,Room for rent very chill home,265058115,Ryan,,Lauderhill,26.12869,-80.19013,Private room,40,1,0,,,1,364,0,
46850304,"NEW! `Volare` Casita - Premium Mattress, Smart TV, Fast Wifi. Self Checkin. 24/7 support. Near Beach and Hollywood Blvd!",66224640,Newman Hospitality,,Hollywood,26.01312,-80.15275,Entire home/apt,76,1,11,9/7/2021,6.88,27,342,11,
46853260,Great location quiet place,64804410,Luis Carlos,,Hallandale Beach,25.97867,-80.14272,Private room,19,5,12,5/3/2021,2.83,5,264,12,
46855518,HERMOSO RV 2020 Perfecto Para Descansar(GLAMPING),296142649,Adriana,,Pompano Beach,26.29634,-80.09842,Entire home/apt,80,1,0,,,3,55,0,
46855691,3 PALMS UNIT 6- WALK 2 BEACH!!!,298007223,Heather,,Pompano Beach,26.24774,-80.08795,Entire home/apt,110,2,14,8/22/2021,4,21,83,14,
46855768,"Pompano Beach, FL. -Sea Gardens- 2Bd",373307437,Desi,,Pompano Beach,26.24309,-80.08905,Entire home/apt,289,2,0,,,27,349,0,
46856303,"Fun in Ft Lauderdale~By Beach, Bars, and Boating!!",86715580,Jenny,,Fort Lauderdale,26.10197,-80.14757,Private room,49,1,3,2/27/2021,0.64,11,13,3,
46856386,Fun Spot by all Boating~Bars & Beaches!,86715580,Jenny,,Fort Lauderdale,26.10125,-80.14566,Private room,50,1,0,,,11,13,0,
46859485,Charming & Stylish Home - 15 mins from the Beach!!,378544245,Isemona,,North Lauderdale,26.22375,-80.23666,Entire home/apt,116,1,47,9/26/2021,25.18,1,0,47,
46863033,"Safe, Tropical Comfort in the Lauderdale Sunshine!",213004948,John,,Oakland Park,26.17369,-80.16844,Entire home/apt,240,14,4,4/26/2021,0.49,1,84,4,
46863964,Fun Hip Renovated Small Studio Twin Beds Modern 29,377828930,Shaira,,Hollywood,26.01522,-80.14398,Entire home/apt,60,1,22,9/19/2021,8.46,11,156,22,
46867480,Rainbow 1 bedroom mins 2beaches & D-Town Hollywood,169849705,Yuly,,Hollywood,26.01559,-80.15242,Entire home/apt,95,4,4,6/22/2021,2.11,16,289,4,
46868134,Private bedroom with private bathroom,165142961,JewelsWebs,,Lauderhill,26.15133,-80.20488,Private room,33,10,1,3/17/2021,0.15,3,202,1,
46870136,"Modern Pool House , 6Bd 4Ba, Mins to Miami ⛱Beach🏝",29537330,Dan/ Gio,,Hollywood,26.00945,-80.1927,Entire home/apt,849,3,1,7/12/2021,0.38,22,346,1,
46871031,"BEACH ACCESS MODERN TOWNHOUSE!  Pool, Tub & Gym!",195174331,Grace,,Pompano Beach,26.25037,-80.08709,Entire home/apt,300,4,22,9/20/2021,2.47,2,307,22,
46871490,*1 Bedroom Condo @ Wyndham Palm Aire Pompano Beach,234194182,Chris,,Pompano Beach,26.2254,-80.15999,Entire home/apt,159,4,0,,,13,90,0,
46872796,Enjoy Deerfield Beach! Charming Apartment,238925296,Fay,,Deerfield Beach,26.31885,-80.07763,Entire home/apt,82,2,25,9/18/2021,2.7,2,293,25,
46875748,"Tropical Cabana 2/2 For 6 Guests, Heated Pool",17469794,Valerie,,Hollywood,26.00401,-80.13943,Entire home/apt,206,5,6,9/15/2021,2.2,56,303,6,
46875765,"Seabreeze Studio #10 for 3, Great Location!",17469794,Valerie,,Hollywood,26.0165,-80.11586,Entire home/apt,85,5,2,1/23/2021,0.44,56,290,2,
46876884,Beach Paradise Bamboo Room,378690147,Seacrest,,Lauderdale By The Sea,26.19577,-80.09647,Private room,159,3,2,7/18/2021,0.42,8,306,2,
46879630,3br with pool & game room! 5min to FLL and BEACH!,162829144,Ray & Gaby,,Dania Beach,26.04516,-80.13921,Entire home/apt,442,21,7,7/30/2021,7,2,279,7,
46893161,Rent Large Home in Downtown Hollywood Fl,2281127,Arraven,,Hollywood,26.00826,-80.15505,Entire home/apt,200,2,10,8/2/2021,1.94,1,170,10,
46894927,Beautiful apartment in Hollywood,378838766,Marisol,,Hollywood,25.99029,-80.11785,Entire home/apt,150,2,0,,,2,55,0,
46898238,CH - Brand New Luxury Condo with Ocean View,361398579,Cielo Stays,,Hollywood,26.01813,-80.11667,Entire home/apt,162,1,4,7/26/2021,0.61,28,361,4,
46898446,CH - Brand New Luxury Condo with Ocean View,361398579,Cielo Stays,,Hollywood,26.01759,-80.11762,Entire home/apt,169,2,3,8/8/2021,0.74,28,365,3,
46898490,CH - Brand New Luxury Condo with Ocean View,361398579,Cielo Stays,,Hollywood,26.01752,-80.11786,Entire home/apt,171,1,4,6/13/2021,0.74,28,362,4,
46898779,TROPICAL VACATION POOL HOME.6 BEDROOMS 4 BATH .,37038660,Taylor,,Hollywood,26.01172,-80.15999,Entire home/apt,503,3,17,8/16/2021,2.13,19,353,17,
46899323,Relaxing 2BR Condo Steps from the Beach,17895739,Kelly,,Lauderdale By The Sea,26.19285,-80.09916,Entire home/apt,183,2,28,9/25/2021,3.24,1,273,28,
46899543,A home away from home,332599192,Maximo,,Hollywood,25.98683,-80.1182,Entire home/apt,300,5,1,3/20/2021,0.16,2,179,1,
46899946,"Romantic beach vacation for 2, Jan 2-9",378885295,Richard & Kim,,Fort Lauderdale,26.13749,-80.10742,Entire home/apt,90,7,0,,,1,6,0,
46900338,3BR New Modern Apartment w/ excellent views,12966517,Ignacio,,Hollywood,25.98808,-80.12124,Entire home/apt,519,1,22,7/26/2021,2.57,2,317,22,
46903602,"Entire House 2/2, Near all tourism",39652023,Yubelkiz,,North Lauderdale,26.21718,-80.21196,Entire home/apt,250,3,0,,,1,177,0,
46913533,Updated Studio w/Fantastic 'Ocean View' Balcony!!,217804290,Elyse,,Fort Lauderdale,26.17729,-80.09744,Entire home/apt,138,5,29,9/21/2021,3.3,3,49,29,
46914693,Club Wyndham Palm-Aire 2 Bedroom Condo,225597185,Alan,,Pompano Beach,26.22536,-80.16015,Entire home/apt,175,3,16,9/6/2021,1.75,19,77,16,
46916083,New Rivier Mansion,17469794,Valerie,,Fort Lauderdale,26.11779,-80.13086,Entire home/apt,1590,5,0,,,56,350,0,
46918341,The Ranch House | Swimming Pool & Tennis court,379004713,Stratton,,Southwest Ranches,26.058884,-80.408356,Entire home/apt,614,3,24,9/19/2021,3.91,1,83,24,
46918899,*One Mile to Beach*-Amazing 4 BR w/ Private Heated Pool 𝘉𝘺 𝘋𝘦𝘴𝘪𝘨𝘯𝘦𝘥𝘝𝘙,45914148,Designedvr,,Deerfield Beach,26.31088,-80.08183,Entire home/apt,277,2,16,9/11/2021,6.67,69,154,16,
46919475,"5 Mins to Boats, Beaches, Nightlife in Ft Laud!",86715580,Jenny,,Fort Lauderdale,26.10032,-80.14758,Entire home/apt,69,1,24,9/6/2021,7.58,11,365,24,
46919629,Comfy 1 Bedroom Palm-Aire Condo,362598395,RelaxedStay,,Pompano Beach,26.22685,-80.15781,Entire home/apt,135,1,0,,,12,27,0,
46920110,"1 Spanish style condo near beach,downtown, airport",301529188,Alex,,Fort Lauderdale,26.12841,-80.12602,Entire home/apt,127,1,32,9/7/2021,6.32,11,313,32,
46920682,Deluxe 1 Bedroom Palm-Aire Condo,362598395,RelaxedStay,,Pompano Beach,26.22694,-80.1592,Entire home/apt,213,1,0,,,12,61,0,
46920839,Comfy 2 Bedroom Palm-Aire Condo,362598395,RelaxedStay,,Pompano Beach,26.22717,-80.15934,Entire home/apt,215,1,0,,,12,66,0,
46920977,Deluxe 2 Bedroom Palm-Aire Condo,362598395,RelaxedStay,,Pompano Beach,26.22571,-80.15863,Entire home/apt,218,1,0,,,12,60,0,
46921892,Parkland's Harmonious Abode,379060331,Victoria Stephania,,Parkland,26.3048,-80.2313,Entire home/apt,128,1,6,7/10/2021,1.2,1,151,6,
46923670,*Sanitized*Relax in a Modern Beach Condo Sleeps 10,376773345,Amika & Vishnu,,Hallandale Beach,25.98478,-80.12341,Entire home/apt,413,2,18,9/12/2021,3.55,2,147,18,
46925870,"Private Suite # 8, three minutes walk the beach.",131978491,Daniel,,Pompano Beach,26.22608,-80.09253,Entire home/apt,89,2,16,7/27/2021,2.06,11,28,16,
46931017,Pompano Beach FL. -Palm-Aire- 2Bd. Suite Sleeps 6,373307437,Desi,,Pompano Beach,26.22715,-80.15988,Entire home/apt,269,2,3,5/31/2021,0.33,27,365,3,
46931701,Pompano Beach FL. -Palm-Aire- 1Bd Sleeps 4,373307437,Desi,,Pompano Beach,26.22706,-80.15827,Entire home/apt,199,2,0,,,27,364,0,
46931779,Pompano Beach FL. -Palm-Aire- Studio,373307437,Desi,,Pompano Beach,26.22683,-80.15973,Entire home/apt,159,2,0,,,27,365,0,
46935572,Beautiful 6 bedroom Waterfront Home Close to Beach,361029418,Bellinda,,Fort Lauderdale,26.16151,-80.1027,Entire home/apt,696,5,21,9/6/2021,2.32,2,159,21,
46937899,Penthouse 312 1BR 1blk from the beach w. balcony.,103984492,Liza,,Fort Lauderdale,26.12642,-80.10663,Entire home/apt,129,2,10,9/6/2021,1.19,16,142,10,
46939385,Club Wyndham Palm-Aire Resort 2 Bedroom Condo,225597185,Alan,,Pompano Beach,26.22548,-80.15995,Entire home/apt,180,3,22,8/31/2021,2.43,19,76,22,
46939558,THE SENSUAL RED ROOM IS MORE AN EROTIC ADVENTURE,296526269,Margo,,Oakland Park,26.16998,-80.15543,Entire home/apt,250,1,9,7/10/2021,1.19,1,365,9,
46941815,"""LUXURY #9 FIRST FLOOR TWO BLOCKS FROM THE OCEAN""",219844806,Maria,,Hollywood,26.01,-80.11833,Entire home/apt,48,1,41,8/23/2021,4.35,16,328,41,
46941944,Vacation in Florida's Paradise - Steps to Beach!,242558656,David Allan,,Lauderdale By The Sea,26.19542,-80.09771,Entire home/apt,70,10,4,8/31/2021,0.45,5,31,4,
46942558,Beach Paradise Seashell Room,378690147,Seacrest,,Lauderdale By The Sea,26.19444,-80.0973,Private room,159,2,3,7/5/2021,0.51,8,257,3,
46943690,"NEW2019 1Bed+2Bath SE CornerCondo,  Amazing Ocean Views(19th) @NewHydeResort",1833853,Ricardo,,Hollywood,25.98677,-80.12101,Entire home/apt,223,1,0,,,146,180,0,
46944034,2 BR @ Wyndham Royal Vista in Pompano Beach,214479881,Kourtney,,Pompano Beach,26.22456,-80.09033,Entire home/apt,249,4,3,2/6/2021,0.33,16,90,3,
46945242,Boutique Art Deco-2019 Renovation-Beach Building,242558656,David Allan,,Lauderdale By The Sea,26.19578,-80.09731,Entire home/apt,70,10,9,6/5/2021,1.3,5,104,9,
46945779,Seacrest Paradise Coral Room,378690147,Seacrest,,Lauderdale By The Sea,26.19555,-80.09604,Private room,159,2,1,5/1/2021,0.2,8,199,1,
46946538,Superb PH with gorgeous view,350854803,Malena,,Hallandale Beach,25.98641,-80.12372,Entire home/apt,290,3,25,8/16/2021,3.54,1,166,25,
46947427,"NEW2019 1Bed+2Bath SE CornerCondo,  Amazing Ocean View , 26th Floor@NewHyde",1833853,Ricardo,,Hollywood,25.98755,-80.11968,Entire home/apt,223,1,2,4/26/2021,0.41,146,180,2,
46947577,Wonderful bedroom,377688376,Zuraima,,Oakland Park,26.17397,-80.16708,Private room,33,1,22,9/25/2021,2.35,1,106,22,
46948013,C- 1 bed /1 bath off  Wilton drive,6090383,Kareem,,Wilton Manors,26.15892,-80.13841,Entire home/apt,67,1,36,9/21/2021,10.49,4,197,36,
46948511,BEAUTIFUL HOME 2/1 W/ POOL  FT LAUDERDALE-MIAMI,373996519,Diana,,Cooper City,26.05428,-80.3057,Entire home/apt,219,2,48,9/26/2021,6.37,1,107,48,
46951128,"BEAUTIFUL SPACIOUS HOUSE WITH BBQ, GYM, VIDEOGAMES",103760013,Nat & Alex,,Hallandale Beach,25.97728,-80.1568,Entire home/apt,325,4,14,9/17/2021,5.75,5,321,14,
46954302,Ft Lauderdale's Best! 5 Min's to Boating~ Beaches!,86715580,Jenny,,Fort Lauderdale,26.09971,-80.14585,Private room,50,1,0,,,11,13,0,
46960110,Tropical Florida Cottage w/ Pool,152240785,Elizabeth,,Hollywood,26.0013,-80.13997,Entire home/apt,334,3,22,8/10/2021,2.4,4,150,22,
46960816,"Sunny 1 Bed 1 Bath Apt Minutes to the Sea, Pool",29400504,Celiane,,Lauderdale By The Sea,26.18538,-80.09783,Entire home/apt,88,2,40,9/7/2021,4.36,11,158,40,
46962122,NEW! Sunny Hollywood Hideaway - 200 Feet to Beach!,126641496,Evolve,,Hollywood,26.02156,-80.11634,Entire home/apt,127,3,4,6/5/2021,0.44,63,0,4,
46963247,"BASIC 1 BEDROOM UNIT on Hollywood Beach, FL (4)",378714375,Aylee,,Hollywood,26.01996,-80.11597,Entire home/apt,96,3,16,8/3/2021,4.32,2,365,16,
46965048,"Modern home w/ private pool, high-speed WiFi, & central AC - snowbird friendly!",201124377,Vacasa Florida,,Fort Lauderdale,26.14767,-80.12447,Entire home/apt,666,3,13,6/13/2021,1.47,4,365,13,
46965772,Amazing beautiful 1 bedroom apt  best location,30115649,Yenifer,,Hallandale Beach,25.98393,-80.11942,Entire home/apt,181,56,0,,,1,365,0,
46966955,Seacrest Paradise Ocean Room,378690147,Seacrest,,Lauderdale By The Sea,26.19524,-80.09573,Private room,159,2,14,8/1/2021,1.49,8,313,14,
46967886,"Hollywood Happiness, 3 miles to Ocean :)",15141547,Kristina,,Hollywood,26.00145,-80.15932,Entire home/apt,76,1,29,9/5/2021,8.97,1,178,29,
46968102,Seacrest Paradise Sea Cave,378690147,Seacrest,,Lauderdale By The Sea,26.19446,-80.09749,Private room,129,1,3,7/20/2021,0.33,8,247,3,
46968765,Seacrest Paradise Garden Room,378690147,Seacrest,,Lauderdale By The Sea,26.19557,-80.09799,Private room,169,2,5,7/29/2021,0.57,8,311,5,
46969808,☆LAS OLAS 5miles☆Canal front☆ Pool and Jacuzzi♡,110871728,Melanie,,Oakland Park,26.16647,-80.16749,Entire home/apt,340,3,14,6/29/2021,3.31,1,74,14,
46970539,Pompano Beach FL. -Palm-Aire- Studio ( sleeps 4),373307437,Desi,,Pompano Beach,26.22665,-80.15987,Entire home/apt,184,2,1,1/3/2021,0.11,27,365,1,
46975369,--2 BR Dlx @ Wyndham Fort Lauderdale Royal Vista!!,373638863,Kourtney,,Pompano Beach,26.2227,-80.09124,Entire home/apt,249,4,1,1/11/2021,0.12,15,90,1,
46982712,Bohemian style house- Fits 9+Free Parking!,374642289,Nicholas And Agnes,,Fort Lauderdale,26.10027,-80.15524,Entire home/apt,198,2,31,9/20/2021,4.19,7,209,31,
46983267,Pompano Beach FL. -Palm-Aire- 1Bd. Suite (sleeps4),373307437,Desi,,Pompano Beach,26.22533,-80.15804,Entire home/apt,199,2,2,3/22/2021,0.22,27,365,2,
46985860,★BEACH CONDO/2 min WALK TO BEACH/POOL/HOT TUB/WIFI,86340385,Silvana,,Hollywood,26.01643,-80.117,Entire home/apt,99,1,25,9/6/2021,3.66,3,73,25,
46987415,RENT LUXE 5 STAR 4 BED + HTD POOL WALK TO BEACH!!,321514233,Rent Luxe,,Pompano Beach,26.23739,-80.09928,Entire home/apt,299,7,17,8/14/2021,1.87,7,227,17,
46988083,★LARGE STUDIO/BEACH/POOL/HOT TUB/PARKING/HOLLYWOOD,86340385,Silvana,,Hollywood,26.01643,-80.117,Entire home/apt,99,1,26,8/29/2021,2.91,3,74,26,
46988893,Villa Hayden,203037844,Rebecca,,Fort Lauderdale,26.15073,-80.11035,Entire home/apt,3559,3,0,,,7,180,0,
46989205,Pompano Beach FL. -Palm-Aire- 2Bd Suite (sleeps6),373307437,Desi,,Pompano Beach,26.22625,-80.1593,Entire home/apt,289,2,1,1/1/2021,0.11,27,364,1,
46989751,701A Unwind Hideaway PRIVATE 1 Bed 1 Bath Apt VICTORIA PARK Fort Lauderdale,8487141,Victoria Park Vacation Rentals,,Fort Lauderdale,26.1318,-80.12343,Entire home/apt,103,1,52,9/10/2021,35.45,19,60,52,
46990288,Awesome 1/1 apartment intercostal views wifi& more,6681265,Pedro,,Hallandale Beach,25.98601,-80.12281,Entire home/apt,121,1,20,8/23/2021,6.19,3,1,20,
46992506,"Davie Private Room close  Nova, Broward College",46491886,Betty,,Davie,26.06819,-80.24144,Private room,50,2,9,8/20/2021,0.97,4,146,9,
46997862,Lavish One-Bedroom Queen Suite,128582334,Vacation,,Weston,26.12838,-80.37309,Entire home/apt,211,1,0,,,6,89,0,
46998042,Marvelous 2-BDR Suite 6 Miles From SawGrass Mall,128582334,Vacation,,Weston,26.12661,-80.37238,Entire home/apt,339,1,2,6/16/2021,0.38,6,88,2,
47000374,RENT LUXE 5 STAR NEW 4 BED + HTD POOL STUNNING!!,321514233,Rent Luxe,,Pompano Beach,26.23662,-80.09724,Entire home/apt,349,7,16,9/2/2021,4.4,7,242,16,
47004581,★★Waterfront -Heated Private Pool-Ft Lauderdale★★,379995053,Shanalee,,Fort Lauderdale,26.10862,-80.14653,Entire home/apt,224,2,53,9/22/2021,16.06,1,197,53,
47004930,Beautiful newly renovated 2/2 Home/HardRock casino,375525246,Lorrine,,Dania Beach,26.06177,-80.17662,Entire home/apt,152,2,43,8/26/2021,18.97,4,172,43,
47010497,Excelente apartamento en Miami,365323954,Sabrina,,Hallandale Beach,25.98601,-80.11942,Entire home/apt,240,3,0,,,1,0,0,
47011268,My house in Fort Lauderdale,25886536,Gustavo & Tammy,,Fort Lauderdale,26.14754,-80.13459,Entire home/apt,87,1,36,9/19/2021,7.15,9,88,36,
47021422,Lindo apartamento familiar en hollywood beach,61151497,Soledad,,Hallandale Beach,25.98714,-80.11786,Entire home/apt,180,3,1,8/5/2021,0.56,19,89,1,
47023624,Wyndham Royal Vista - 1 Bedroom Condo,194953121,,,Pompano Beach,26.2229,-80.09013,Entire home/apt,152,2,0,,,36,262,0,
47023631,Wyndham Sea Gardens - 1 Bedroom Condo,194953121,,,Pompano Beach,26.24353,-80.08793,Entire home/apt,153,2,0,,,36,275,0,
47025510,Spacious and bright apartment on the Beach,85729695,Daniel,,Deerfield Beach,26.30864,-80.07719,Entire home/apt,90,1,14,8/22/2021,3.09,9,98,14,
47026298,NEW! HTD POOL/HOT TUB 7MIN TO AIRPORT & BEACH!!,120780493,Erica,,Dania Beach,26.04227,-80.14729,Entire home/apt,337,6,49,9/23/2021,5.49,3,266,49,
47032559,Fort Lauderdale Luxury stay,120440041,Lv Luxury,,Pompano Beach,26.21229,-80.10364,Entire home/apt,150,3,3,1/26/2021,0.41,1,88,3,
47033202,**1 BR Deluxe @ Wyndham Palm Aire Pompano Beach**,234194182,Chris,,Pompano Beach,26.22511,-80.15811,Entire home/apt,179,4,3,6/11/2021,0.54,13,96,3,
47035984,*1BR Deluxe Condo* Pompano Beach Palm Aire,371942068,Joy,,Pompano Beach,26.2271,-80.15835,Entire home/apt,189,2,0,,,7,90,0,
47050471,Amazing Condo steps from Hollywood Beach and fun!,346412584,Kevin,,Hollywood,26.031101,-80.115005,Entire home/apt,172,4,14,9/27/2021,9.13,1,305,14,
47050729,Newly Renovated Apt- Hidden Jewel in Pompano,51735819,Jamie,,Deerfield Beach,26.28444,-80.13633,Entire home/apt,79,2,27,9/10/2021,10.25,1,288,27,
47051041,New2020 CornerCondo @Hyde Great Views@32nd floor!,1833853,Ricardo,,Hallandale Beach,25.98639,-80.11996,Entire home/apt,232,1,3,5/9/2021,0.34,146,174,3,
47051283,Beach Paradise Matilda House,378690147,Seacrest,,Lauderdale By The Sea,26.19375,-80.0974,Private room,189,2,2,6/13/2021,0.21,8,287,2,
47052013,Your own Vacation Villa In Exclusive Weston Fla.,324119667,Gary,,Weston,26.11164,-80.37684,Entire home/apt,475,3,18,8/9/2021,6.75,1,146,18,
47052551,OCEANVIEW,102139523,Judith,,Fort Lauderdale,26.17846,-80.09766,Entire home/apt,128,3,37,9/6/2021,4.16,18,55,37,
47054774,★STUDIO DELUXE SUITE ★ in the Heart of Pompano Beach ★  Golf ✦ Pools ✦ Beach Access ✦ and MORE!,365280298,ResortShare,,Pompano Beach,26.22613,-80.15859,Entire home/apt,105,1,3,2/4/2021,0.32,5,219,3,
47058420,Staycation,196572437,Anabelle,,Fort Lauderdale,26.12008,-80.14314,Private room,100,3,4,3/20/2021,0.65,1,365,4,
47067112,"""Hallandale Beach"" House",102381105,Kayayetta,,Hallandale Beach,25.99387,-80.15405,Entire home/apt,170,2,39,9/9/2021,4.3,1,84,39,
47067408,Sunny Beach Side Villa,280383388,Philip,,Hillsboro Beach,26.30273,-80.07779,Entire home/apt,201,5,6,7/6/2021,0.83,1,67,6,
47068270,"House close to restaurants, bars, beach",268991016,Paula,,Hollywood,26.009481,-80.165718,Entire home/apt,159,1,16,8/30/2021,4.95,27,346,16,
47072076,"Dog-Friendly, Riverfront Home w/ a Private Pool, Central AC, & Fast WiFi",112298516,Vacasa Florida,,Wilton Manors,26.1553,-80.12312,Entire home/apt,503,6,14,9/6/2021,1.63,19,314,14,
47072789,"Beachside, 5th floor, 2 bedrooms, 2 full baths",380455604,Marcela,,Hollywood,25.98915,-80.11821,Entire home/apt,199,4,16,8/30/2021,5.58,1,121,16,
47073373,NEW2019 2BR Condo@HydeHouse Great View +15th Floor,1833853,Ricardo,,Hallandale Beach,25.98596,-80.12128,Entire home/apt,943,2,2,1/3/2021,0.34,146,365,2,
